date,open,max_v,min_v,close,volume,crypto
2021-02-17,"107,61","145,45","105,10","136,71",4.347.019.138,binance_coin
2021-02-16,"106,94","109,67","104,73","107,59",1.593.103.389,binance_coin
2021-02-15,"112,43","114,87","98,71","106,80",1.990.557.740,binance_coin
2021-02-14,"110,12","114,48","106,21","112,56",1.908.001.584,binance_coin
2021-02-13,"112,98","114,25","103,73","110,11",1.746.423.820,binance_coin
2021-02-12,"102,35","115,81","100,42","112,99",2.460.057.488,binance_coin
2021-02-11,"106,70","108,29","98,20","102,58",2.316.252.278,binance_coin
2021-02-10,"88,90","122,06","88,90","107,05",5.776.442.728,binance_coin
2021-02-09,"66,22","95,17","64,96","89,05",3.652.790.827,binance_coin
2021-02-08,"56,87","66,24","56,39","66,24",1.770.247.925,binance_coin
2021-02-07,"60,48","61,92","53,53","56,93",1.239.714.955,binance_coin
2021-02-06,"56,32","62,58","51,63","60,36",1.754.954.889,binance_coin
2021-02-05,"46,81","56,82","46,81","56,31",1.188.166.851,binance_coin
2021-02-04,"43,39","47,71","43,04","46,74",786.325.778,binance_coin
2021-02-03,"42,41","43,75","41,50","43,39",592.956.317,binance_coin
2021-02-02,"42,72","43,95","40,90","42,42",836.349.496,binance_coin
2021-02-01,"36,55","43,22","35,89","42,76",1.041.558.140,binance_coin
2021-01-31,"36,91","37,66","35,78","36,52",422.799.761,binance_coin
2021-01-30,"35,31","37,07","35,16","36,89",439.768.196,binance_coin
2021-01-29,"34,97","36,26","34,64","35,31",536.980.936,binance_coin
2021-01-28,"33,86","35,27","33,50","35,11",433.249.051,binance_coin
2021-01-27,"34,33","34,55","32,91","33,87",429.331.810,binance_coin
2021-01-26,"34,30","34,98","32,91","34,28",449.307.668,binance_coin
2021-01-25,"34,42","35,68","33,47","34,28",417.670.252,binance_coin
2021-01-24,"33,56","34,66","33,27","34,42",370.246.839,binance_coin
2021-01-23,"33,57","34,38","32,52","33,53",384.910.321,binance_coin
2021-01-22,"31,76","34,03","30,38","33,57",460.953.929,binance_coin
2021-01-21,"35,17","35,20","31,60","31,77",511.266.188,binance_coin
2021-01-20,"35,14","35,22","33,26","35,17",564.681.397,binance_coin
2021-01-19,"37,54","38,81","34,59","35,25",618.362.674,binance_coin
2021-01-18,"37,93","38,76","36,59","37,55",485.945.542,binance_coin
2021-01-17,"35,73","38,60","34,02","37,86",551.010.262,binance_coin
2021-01-16,"33,88","36,36","33,72","35,74",500.201.476,binance_coin
2021-01-15,"34,40","34,90","32,32","33,87",465.267.209,binance_coin
2021-01-14,"32,99","34,56","32,60","34,40",439.567.240,binance_coin
2021-01-13,"31,22","33,22","30,43","33,00",445.969.332,binance_coin
2021-01-12,"31,48","32,83","30,59","31,22",464.633.000,binance_coin
2021-01-11,"34,85","34,85","28,91","31,55",732.464.910,binance_coin
2021-01-10,"35,95","36,94","33,21","34,83",575.594.034,binance_coin
2021-01-09,"34,66","36,09","34,02","35,94",482.650.082,binance_coin
2021-01-08,"35,51","35,54","33,06","34,68",532.156.705,binance_coin
2021-01-07,"34,20","36,24","33,68","35,41",676.464.445,binance_coin
2021-01-06,"33,97","34,21","33,04","34,17",519.525.572,binance_coin
2021-01-05,"33,41","33,93","31,76","33,93",523.861.201,binance_coin
2021-01-04,"33,63","35,21","31,02","33,40",659.352.184,binance_coin
2021-01-03,"31,52","33,98","31,16","33,59",618.779.865,binance_coin
2021-04-12,"215,08","217,27","206,22","212,84",4.683.266.560,lite_coin
2021-04-11,"215,88","222,26","207,06","213,21",5.704.846.277,lite_coin
2021-04-10,"186,30","214,84","185,03","214,79",5.618.548.377,lite_coin
2021-04-09,"190,53","192,51","184,95","186,43",2.636.231.322,lite_coin
2021-04-08,"185,18","191,66","183,59","190,51",3.803.721.370,lite_coin
2021-04-07,"200,07","204,80","178,45","184,82",7.337.417.753,lite_coin
2021-04-06,"187,54","206,22","183,73","200,16",7.804.927.348,lite_coin
2021-04-05,"173,40","190,80","170,95","187,08",4.053.167.398,lite_coin
2021-04-04,"167,62","175,37","166,28","173,40",2.436.240.861,lite_coin
2021-04-03,"181,26","185,59","167,65","167,65",3.418.937.129,lite_coin
2021-04-02,"173,24","182,32","172,05","181,32",3.482.365.051,lite_coin
2021-04-01,"168,43","174,61","166,93","173,29",3.287.185.597,lite_coin
2021-03-31,"167,78","170,06","161,48","168,41",2.913.143.647,lite_coin
2021-03-30,"165,25","170,46","162,41","167,77",3.074.797.910,lite_coin
2021-03-29,"156,98","167,77","155,78","165,25",2.849.953.367,lite_coin
2021-03-28,"156,71","159,18","154,05","156,99",1.835.063.005,lite_coin
2021-03-27,"156,24","158,17","151,87","156,71",2.041.712.917,lite_coin
2021-03-26,"146,93","156,31","146,69","156,24",2.636.690.002,lite_coin
2021-03-25,"150,33","151,63","143,74","146,96",2.912.193.375,lite_coin
2021-03-24,"158,22","166,77","148,90","150,39",3.429.572.112,lite_coin
2021-03-23,"156,78","159,29","154,13","158,27",2.573.733.005,lite_coin
2021-03-22,"165,29","166,86","156,38","156,78",2.610.870.133,lite_coin
2021-03-21,"168,09","169,80","161,94","165,29",2.321.462.026,lite_coin
2021-03-20,"168,28","173,02","167,56","168,09",2.117.000.303,lite_coin
2021-03-19,"168,23","172,50","165,28","168,30",2.350.421.640,lite_coin
2021-03-18,"171,94","173,93","167,93","168,26",3.120.868.383,lite_coin
2021-03-17,"168,93","173,27","163,91","171,97",3.640.247.007,lite_coin
2021-03-16,"168,69","171,78","161,14","168,91",4.427.842.097,lite_coin
2021-03-15,"180,10","185,48","166,69","168,75",5.187.083.998,lite_coin
2021-03-14,"189,49","190,60","180,16","180,16",3.797.096.055,lite_coin
2021-03-13,"184,77","191,89","178,71","189,55",5.336.243.333,lite_coin
2021-03-12,"167,99","187,07","166,06","184,74",6.759.342.385,lite_coin
2021-03-11,"168,10","169,53","160,16","167,97",4.025.674.970,lite_coin
2021-03-10,"171,17","174,29","162,11","168,16",5.279.958.000,lite_coin
2021-03-09,"161,96","172,06","159,96","171,17",4.545.926.096,lite_coin
2021-03-08,"159,96","163,24","151,72","161,95",3.713.828.734,lite_coin
2021-03-07,"153,57","160,83","153,09","159,95",2.969.371.651,lite_coin
2021-03-06,"151,71","154,70","147,19","153,56",3.188.627.873,lite_coin
2021-03-05,"151,28","153,66","141,61","151,76",3.828.977.796,lite_coin
2021-03-04,"156,44","161,05","148,14","151,31",4.586.365.908,lite_coin
2021-03-03,"147,27","162,69","146,77","156,50",5.306.228.332,lite_coin
2021-03-02,"145,42","153,37","141,61","147,19",4.342.020.219,lite_coin
2021-03-01,"136,45","146,37","135,61","145,44",3.840.461.932,lite_coin
2021-02-28,"142,56","143,01","128,23","136,41",4.916.984.738,lite_coin
2021-02-27,"141,18","149,05","139,09","142,56",4.134.390.598,lite_coin
2021-02-26,"147,33","149,76","134,56","141,15",6.524.146.271,lite_coin
2021-02-25,"149,05","167,47","144,10","147,15",6.027.352.649,lite_coin
2021-02-24,"145,64","155,48","139,67","149,04",5.920.867.885,lite_coin
2021-02-23,"171,10","171,30","131,41","145,61",9.007.222.524,lite_coin
2021-02-22,"187,40","187,41","150,30","171,08",7.828.789.895,lite_coin
2021-02-21,"187,75","192,39","182,36","187,41",5.719.375.867,lite_coin
2021-02-20,"195,29","202,96","178,77","187,83",6.773.834.852,lite_coin
2021-02-19,"187,65","199,02","182,82","195,31",5.901.087.975,lite_coin
2021-02-18,"196,71","197,74","183,64","187,62",6.524.307.475,lite_coin
2021-02-17,"174,19","196,73","168,91","196,73",11.450.525.970,lite_coin
2021-02-16,"171,12","181,73","166,20","174,18",10.478.347.184,lite_coin
2021-02-15,"176,83","181,05","158,36","171,18",11.113.098.727,lite_coin
2021-02-14,"186,70","189,11","173,34","176,92",10.645.178.322,lite_coin
2021-02-13,"162,73","188,43","159,17","186,65",13.667.359.965,lite_coin
2021-02-12,"152,00","164,53","146,94","162,73",8.943.261.050,lite_coin
2021-02-11,"150,23","158,50","145,73","152,09",7.649.213.035,lite_coin
2021-02-10,"150,20","160,13","142,01","150,32",10.579.320.734,lite_coin
2021-02-09,"138,74","151,55","136,54","150,30",8.382.352.345,lite_coin
2021-02-08,"125,41","139,67","123,08","138,74",7.354.453.132,lite_coin
2021-02-07,"129,20","130,41","120,89","125,44",5.714.273.589,lite_coin
2021-02-06,"128,52","135,64","124,92","129,23",6.908.328.358,lite_coin
2021-02-05,"121,30","130,68","120,63","128,52",6.108.050.516,lite_coin
2021-02-04,"129,27","131,32","118,98","121,30",6.528.297.400,lite_coin
2021-02-03,"118,37","129,49","118,11","129,23",7.131.225.192,lite_coin
2021-02-02,"109,34","121,09","109,34","118,39",6.274.290.470,lite_coin
2021-02-01,"106,89","112,67","104,18","109,34",4.646.372.991,lite_coin
2021-01-31,"109,92","110,98","104,02","106,88",3.744.549.727,lite_coin
2021-01-30,"111,22","111,97","106,21","109,91",5.217.213.283,lite_coin
2021-01-29,"114,03","119,34","109,21","111,23",7.315.132.730,lite_coin
2021-01-28,"101,58","108,91","100,50","107,74",5.576.686.322,lite_coin
2021-01-27,"110,78","110,87","98,47","101,59",5.189.720.687,lite_coin
2021-01-26,"113,18","114,98","105,99","110,78",4.848.243.582,lite_coin
2021-01-25,"116,25","120,86","112,83","113,19",5.225.163.760,lite_coin
2021-01-24,"113,14","117,17","110,46","116,28",4.086.543.016,lite_coin
2021-01-23,"112,72","116,92","110,98","113,15",4.419.588.571,lite_coin
2021-01-22,"106,92","115,94","101,59","112,78",7.024.796.603,lite_coin
2021-01-21,"123,77","123,77","103,76","106,97",7.153.810.133,lite_coin
2021-01-20,"126,33","128,57","114,97","123,76",7.430.677.701,lite_coin
2021-01-19,"126,02","136,94","124,48","126,44",7.673.348.324,lite_coin
2021-01-18,"118,04","128,15","115,00","125,97",5.497.955.709,lite_coin
2021-01-17,"119,40","121,55","113,47","118,04",5.054.361.240,lite_coin
2021-01-16,"119,37","125,88","115,90","119,43",5.947.108.232,lite_coin
2021-01-15,"125,19","127,65","109,29","119,41",6.967.694.616,lite_coin
2021-01-14,"121,18","128,95","118,71","125,16",6.807.305.748,lite_coin
2021-01-13,"108,66","121,64","103,92","121,22",6.924.681.786,lite_coin
2021-01-12,"114,37","120,66","106,06","108,64",9.746.347.354,lite_coin
2021-01-11,"140,39","140,39","94,53","114,51",14.797.060.751,lite_coin
2021-01-10,"145,18","151,97","134,00","140,41",10.481.854.511,lite_coin
2021-01-09,"141,72","146,49","134,28","145,18",9.109.840.837,lite_coin
2021-01-08,"138,27","148,42","123,70","141,74",12.029.134.222,lite_coin
2021-01-07,"137,02","147,40","132,30","138,25",10.676.840.016,lite_coin
2021-01-06,"129,01","138,17","126,51","136,98",8.707.542.333,lite_coin
2021-01-05,"126,42","132,45","120,14","128,95",8.287.852.459,lite_coin
2021-01-04,"130,83","141,24","116,83","126,35",11.148.488.742,lite_coin
2021-01-03,"112,85","133,83","111,86","130,77",12.559.669.165,lite_coin
2021-04-12,"98,22","105,68","97,26","98,13",168.285.504,bitcoin_gold
2021-04-11,"101,93","114,03","99,88","104,46",218.301.949,bitcoin_gold
2021-04-10,"92,97","108,63","88,88","101,86",264.733.921,bitcoin_gold
2021-04-09,"94,98","99,99","85,56","92,70",206.329.817,bitcoin_gold
2021-04-08,"67,72","96,29","61,59","94,99",198.686.583,bitcoin_gold
2021-04-07,"73,70","94,56","61,47","68,46",299.884.171,bitcoin_gold
2021-04-06,"46,35","78,45","45,45","74,05",1.017.044.465,bitcoin_gold
2021-04-05,"37,98","49,16","37,61","46,13",111.524.839,bitcoin_gold
2021-04-04,"35,96","38,40","35,12","37,92",52.567.179,bitcoin_gold
2021-04-03,"36,11","40,88","33,37","35,86",120.962.641,bitcoin_gold
2021-04-02,"35,51","37,14","33,92","36,08",99.795.331,bitcoin_gold
2021-04-01,"35,53","36,66","33,68","35,51",67.802.573,bitcoin_gold
2021-03-31,"32,61","36,36","31,91","35,53",91.401.610,bitcoin_gold
2021-03-30,"31,03","32,71","30,45","32,56",49.331.009,bitcoin_gold
2021-03-29,"29,16","31,03","28,60","31,01",69.417.489,bitcoin_gold
2021-03-28,"29,70","30,05","28,83","29,18",30.188.854,bitcoin_gold
2021-03-27,"29,17","31,25","28,90","29,59",67.512.417,bitcoin_gold
2021-03-26,"27,77","29,17","27,54","29,17",75.083.390,bitcoin_gold
2021-03-25,"28,62","29,86","26,79","27,74",112.019.876,bitcoin_gold
2021-03-24,"30,09","31,51","28,42","28,62",123.727.555,bitcoin_gold
2021-03-23,"26,67","36,15","26,37","30,09",367.303.143,bitcoin_gold
2021-03-22,"25,55","32,74","25,15","26,72",202.441.640,bitcoin_gold
2021-03-21,"26,02","26,55","24,84","25,55",91.489.228,bitcoin_gold
2021-03-20,"26,10","28,67","25,86","25,98",65.995.151,bitcoin_gold
2021-03-19,"26,13","27,13","25,54","26,10",33.892.337,bitcoin_gold
2021-03-18,"26,72","27,36","25,54","26,13",32.665.453,bitcoin_gold
2021-03-17,"25,89","27,06","24,88","26,70",33.904.236,bitcoin_gold
2021-03-16,"25,51","26,15","24,06","25,84",48.318.909,bitcoin_gold
2021-03-15,"27,71","27,90","25,07","25,51",65.798.241,bitcoin_gold
2021-03-14,"30,03","30,18","27,71","27,71",70.648.825,bitcoin_gold
2021-03-13,"27,13","30,53","25,85","30,04",77.297.788,bitcoin_gold
2021-03-12,"28,25","28,27","26,93","27,15",46.398.132,bitcoin_gold
2021-03-11,"28,57","29,02","27,21","28,24",54.619.360,bitcoin_gold
2021-03-10,"26,07","29,40","24,71","28,58",68.985.146,bitcoin_gold
2021-03-09,"24,83","26,20","24,53","26,05",48.733.260,bitcoin_gold
2021-03-08,"24,38","24,97","23,79","24,82",33.795.618,bitcoin_gold
2021-03-07,"23,46","24,78","23,46","24,39",38.736.378,bitcoin_gold
2021-03-06,"23,35","24,02","22,78","23,46",30.260.939,bitcoin_gold
2021-03-05,"23,10","23,79","22,13","23,35",31.376.587,bitcoin_gold
2021-03-04,"23,45","24,39","22,82","23,10",46.687.743,bitcoin_gold
2021-03-03,"22,19","24,84","21,96","23,45",61.479.763,bitcoin_gold
2021-03-02,"22,10","22,96","21,60","22,20",45.431.752,bitcoin_gold
2021-03-01,"19,99","22,28","19,96","22,25",45.143.264,bitcoin_gold
2021-02-28,"21,93","21,95","18,74","19,98",48.780.467,bitcoin_gold
2021-02-27,"21,83","22,78","21,58","21,92",52.970.247,bitcoin_gold
2021-02-26,"21,92","23,42","20,19","21,83",93.787.978,bitcoin_gold
2021-02-25,"23,01","23,84","21,92","21,92",109.599.463,bitcoin_gold
2021-02-24,"22,15","24,99","21,51","23,01",149.836.976,bitcoin_gold
2021-02-23,"27,95","27,95","17,91","22,14",175.443.981,bitcoin_gold
2021-02-22,"26,97","30,41","24,21","27,96",246.936.134,bitcoin_gold
2021-02-21,"21,75","30,76","21,44","26,98",217.221.078,bitcoin_gold
2021-02-20,"23,12","23,33","21,46","21,81",58.057.540,bitcoin_gold
2021-02-19,"22,02","23,59","21,16","23,12",66.798.091,bitcoin_gold
2021-02-18,"22,52","23,12","21,53","22,01",64.748.968,bitcoin_gold
2021-02-17,"22,61","23,38","21,51","22,53",91.698.088,bitcoin_gold
2021-02-16,"23,52","24,12","22,21","22,65",117.909.269,bitcoin_gold
2021-02-15,"21,61","25,35","20,70","23,49",311.889.533,bitcoin_gold
2021-02-14,"14,43","21,69","14,37","21,69",252.171.775,bitcoin_gold
2021-02-13,"12,79","14,79","12,33","14,41",49.009.784,bitcoin_gold
2021-02-12,"12,43","13,03","12,13","12,79",26.372.119,bitcoin_gold
2021-02-11,"11,80","12,64","11,73","12,42",32.351.178,bitcoin_gold
2021-02-10,"11,43","12,22","10,94","11,79",45.377.609,bitcoin_gold
2021-02-09,"10,98","11,69","10,90","11,43",42.885.943,bitcoin_gold
2021-02-08,"9,96","11,04","9,77","10,96",23.199.494,bitcoin_gold
2021-02-07,"10,27","10,35","9,58","9,96",24.150.110,bitcoin_gold
2021-02-06,"9,70","11,03","9,69","10,26",44.286.806,bitcoin_gold
2021-02-05,"9,00","9,79","8,98","9,69",20.593.475,bitcoin_gold
2021-02-04,"9,29","9,44","8,89","9,00",19.408.932,bitcoin_gold
2021-02-03,"9,06","9,30","8,98","9,29",22.627.049,bitcoin_gold
2021-02-02,"8,64","9,10","8,59","9,06",18.356.299,bitcoin_gold
2021-02-01,"8,44","9,02","8,32","8,64",21.531.473,bitcoin_gold
2021-01-31,"8,74","8,74","8,38","8,44",13.190.743,bitcoin_gold
2021-01-30,"8,96","9,13","8,60","8,74",14.663.323,bitcoin_gold
2021-01-29,"8,61","9,92","8,30","8,96",28.274.021,bitcoin_gold
2021-01-28,"8,06","8,37","7,94","8,18",9.508.276,bitcoin_gold
2021-01-27,"8,78","8,78","7,89","8,05",10.942.732,bitcoin_gold
2021-01-26,"8,94","9,01","8,53","8,78",14.306.934,bitcoin_gold
2021-01-25,"9,08","9,39","8,91","8,94",10.335.431,bitcoin_gold
2021-01-24,"8,84","9,17","8,78","9,09",28.389.267,bitcoin_gold
2021-01-23,"8,77","9,12","8,48","8,84",17.587.734,bitcoin_gold
2021-01-22,"8,51","9,03","7,65","8,76",19.014.894,bitcoin_gold
2021-01-21,"10,19","10,19","8,51","8,51",17.463.006,bitcoin_gold
2021-01-20,"10,37","10,48","9,72","10,20",19.694.752,bitcoin_gold
2021-01-19,"10,44","10,86","10,36","10,38",22.192.671,bitcoin_gold
2021-01-18,"10,28","10,62","10,08","10,44",19.695.752,bitcoin_gold
2021-01-17,"10,64","10,64","9,88","10,28",23.973.269,bitcoin_gold
2021-01-16,"10,64","10,88","10,52","10,65",27.399.743,bitcoin_gold
2021-01-15,"11,26","11,36","10,17","10,63",26.665.595,bitcoin_gold
2021-01-14,"11,21","11,52","10,78","11,26",36.538.364,bitcoin_gold
2021-01-13,"10,59","11,30","10,34","11,20",41.214.165,bitcoin_gold
2021-01-12,"10,26","11,45","9,75","10,58",83.580.329,bitcoin_gold
2021-01-11,"11,73","11,77","8,63","10,25",138.855.790,bitcoin_gold
2021-01-10,"10,91","14,55","10,64","11,73",207.182.252,bitcoin_gold
2021-01-09,"9,46","11,20","8,74","10,89",82.480.238,bitcoin_gold
2021-01-08,"8,55","10,00","8,52","9,47",67.108.845,bitcoin_gold
2021-01-07,"7,80","9,15","7,73","8,53",38.865.703,bitcoin_gold
2021-01-06,"7,44","7,84","7,32","7,79",12.464.960,bitcoin_gold
2021-01-05,"7,27","7,63","7,09","7,43",15.556.363,bitcoin_gold
2021-01-04,"7,26","7,90","6,73","7,27",15.538.202,bitcoin_gold
2021-01-03,"7,01","7,36","6,91","7,28",13.172.642,bitcoin_gold
